EBELN,EBELP,MATNR,WERKS,LGORT,MENGE,NETPR,PEINH,MWSKZ,EINDT
451857,38,M204,US01,0002,16,699.94,1,A1,2025-09-03
451858,14,M835,US01,0002,15,607.79,1,A1,2025-10-26
451858,31,M547,US01,0002,19,936.69,1,A1,2025-10-23
451858,45,M258,US01,0002,1,289.62,1,A1,2025-09-29
451859,47,M878,US01,0001,2,229.42,1,A1,2025-09-16
451860,46,M552,US01,0002,1,538.0,1,A0,2025-08-30
451860,98,M474,US01,0001,12,101.14,1,A1,2025-09-20
451860,75,M932,US01,0002,12,186.08,1,V0,2025-09-17
451860,69,M494,US01,0001,7,81.0,1,A0,2025-08-26
451861,97,M368,US01,0002,7,159.03,1,A0,2025-09-24
451861,92,M954,US01,0001,11,647.31,1,A1,2025-10-27
451861,68,M138,US01,0002,9,984.79,1,V0,2025-09-10
451861,52,M776,US01,0001,19,878.74,1,V0,2025-10-31
451862,31,M618,US01,0002,5,719.82,1,V0,2025-09-08
451862,73,M939,US01,0001,19,767.03,1,A1,2025-08-20
451862,87,M841,US01,0001,6,315.75,1,A0,2025-10-21
451862,39,M148,US01,0001,9,611.45,1,A0,2025-09-07
451863,17,M421,US01,0002,13,883.74,1,A1,2025-10-28
451863,71,M969,US01,0002,17,415.75,1,V0,2025-10-18
451863,52,M618,US01,0002,3,968.54,1,V0,2025-09-05
451863,70,M649,US01,0001,8,148.06,1,V0,2025-09-30
451864,26,M969,US01,0002,9,879.04,1,A0,2025-10-07
451864,95,M114,US01,0002,16,965.7,1,A0,2025-11-11
451865,57,M380,US01,0001,3,914.21,1,A0,2025-11-13
451865,36,M569,US01,0002,12,318.38,1,V0,2025-10-10
451866,38,M860,US01,0001,6,808.1,1,V0,2025-08-22
451866,97,M243,US01,0002,9,937.34,1,A1,2025-11-07
451867,47,M266,US01,0002,13,581.05,1,V0,2025-10-24
451867,53,M382,US01,0002,19,227.2,1,V0,2025-10-23
451868,14,M431,US01,0001,19,282.71,1,A0,2025-09-29
451868,24,M249,US01,0002,2,496.42,1,A1,2025-08-22
451869,76,M373,US01,0001,17,69.92,1,V0,2025-11-05
451870,97,M275,US01,0002,18,238.19,1,V0,2025-10-29
451870,80,M682,US01,0002,6,417.13,1,A1,2025-10-12
451870,63,M936,US01,0002,9,284.27,1,V0,2025-10-13
451871,81,M173,US01,0002,3,524.55,1,A1,2025-10-29
451872,10,M969,US01,0002,10,675.7,1,A1,2025-11-03
451872,20,M243,US01,0002,15,741.52,1,A1,2025-11-03
451872,10,M674,US01,0001,12,340.46,1,A1,2025-11-07
451873,41,M502,US01,0001,9,318.44,1,A0,2025-08-25
451873,20,M257,US01,0002,8,836.72,1,A1,2025-11-09
451873,75,M853,US01,0001,2,262.96,1,A0,2025-09-30
451874,10,M686,US01,0001,12,961.31,1,V0,2025-09-05
451874,57,M902,US01,0001,4,166.55,1,A1,2025-09-08
451875,28,M794,US01,0001,8,736.32,1,A1,2025-09-24
451875,56,M654,US01,0001,19,458.38,1,V0,2025-10-11
451875,40,M281,US01,0001,10,601.17,1,A0,2025-09-12
451876,21,M816,US01,0002,8,824.91,1,A0,2025-10-29
451877,32,M953,US01,0001,19,406.88,1,A1,2025-09-24
451877,61,M700,US01,0002,16,542.42,1,A0,2025-10-03
451877,95,M172,US01,0001,13,245.56,1,A0,2025-09-11
451877,68,M552,US01,0001,2,875.4,1,A0,2025-11-05
451878,30,M306,US01,0002,5,439.64,1,A1,2025-08-26
451879,32,M538,US01,0002,14,386.53,1,V0,2025-10-30
451879,66,M569,US01,0001,18,506.49,1,A0,2025-09-21
451879,91,M211,US01,0001,14,208.09,1,A1,2025-11-03
451879,75,M228,US01,0001,12,923.74,1,A1,2025-10-31
451880,60,M114,US01,0002,9,851.08,1,A0,2025-10-16
451881,48,M685,US01,0001,2,600.56,1,A1,2025-10-06
451882,99,M414,US01,0002,5,484.12,1,A1,2025-10-26
451882,68,M721,US01,0001,18,504.54,1,V0,2025-10-08
451882,54,M376,US01,0002,12,811.22,1,A1,2025-11-03
451882,11,M373,US01,0002,2,711.0,1,A1,2025-08-16
451883,30,M283,US01,0001,6,211.88,1,A0,2025-10-27
451884,92,M751,US01,0001,13,143.92,1,A1,2025-10-13
451885,96,M776,US01,0001,17,333.35,1,A0,2025-09-09
451885,46,M555,US01,0001,14,468.45,1,A0,2025-09-17
451885,55,M683,US01,0002,5,793.11,1,A1,2025-08-31
451885,82,M108,US01,0002,14,899.64,1,V0,2025-08-21
451886,13,M682,US01,0002,16,404.35,1,A1,2025-08-23
451886,36,M951,US01,0001,4,547.32,1,V0,2025-09-02
451886,57,M792,US01,0001,11,709.83,1,A1,2025-10-16
451887,10,M258,US01,0002,15,524.66,1,A1,2025-09-11
451887,30,M817,US01,0001,11,500.01,1,V0,2025-11-04
451888,29,M933,US01,0002,15,716.12,1,A1,2025-10-07
451888,59,M254,US01,0001,6,392.54,1,V0,2025-10-16
451888,37,M969,US01,0001,2,472.87,1,A0,2025-08-18
451888,35,M805,US01,0002,2,957.3,1,V0,2025-10-03
451889,67,M810,US01,0002,18,322.88,1,A0,2025-08-16
451889,65,M204,US01,0001,2,482.61,1,A0,2025-10-16
451890,92,M589,US01,0002,3,209.98,1,A0,2025-10-08
451890,75,M622,US01,0001,20,886.3,1,V0,2025-08-29
451891,99,M776,US01,0001,17,252.9,1,A0,2025-08-21
451891,89,M646,US01,0001,11,443.07,1,V0,2025-10-01
451891,46,M816,US01,0001,6,741.5,1,V0,2025-10-01
451892,59,M776,US01,0001,3,924.85,1,A1,2025-11-09
451893,92,M555,US01,0001,9,960.09,1,A0,2025-10-05
451893,10,M954,US01,0002,6,391.27,1,A0,2025-10-18
451894,10,M710,US01,0001,8,965.13,1,A1,2025-09-02
451894,83,M699,US01,0001,9,970.16,1,A1,2025-08-31
451894,47,M609,US01,0002,1,628.63,1,A0,2025-10-05
451894,67,M173,US01,0002,3,935.79,1,V0,2025-09-27
451895,68,M751,US01,0002,18,101.96,1,V0,2025-09-28
451895,47,M751,US01,0001,5,98.44,1,A0,2025-10-19
451895,72,M938,US01,0002,19,457.57,1,A0,2025-10-03
451895,51,M686,US01,0002,10,435.09,1,A1,2025-10-23
451896,72,M939,US01,0001,1,391.31,1,A0,2025-09-30
451896,57,M674,US01,0001,17,66.94,1,A0,2025-10-26
451896,26,M835,US01,0002,11,365.61,1,A1,2025-10-15
451897,49,M961,US01,0001,9,286.58,1,V0,2025-09-22
451897,35,M552,US01,0002,2,150.66,1,V0,2025-08-22
451897,75,M835,US01,0002,19,696.63,1,A0,2025-11-06
451898,69,M527,US01,0001,3,179.29,1,V0,2025-09-18
451898,46,M431,US01,0001,5,763.36,1,V0,2025-11-08
451899,36,M835,US01,0002,7,122.87,1,V0,2025-11-09
451900,90,M969,US01,0002,1,843.93,1,V0,2025-09-26
451900,26,M676,US01,0001,16,167.12,1,V0,2025-10-27
451900,60,M144,US01,0002,20,946.9,1,A1,2025-10-02
451901,35,M940,US01,0002,11,279.48,1,A0,2025-08-28
451902,18,M676,US01,0001,8,802.5,1,A1,2025-10-04
451902,55,M681,US01,0001,2,751.17,1,A1,2025-10-01
451902,60,M266,US01,0002,3,124.91,1,V0,2025-10-22
451903,40,M319,US01,0002,1,395.07,1,A0,2025-09-16
451903,19,M961,US01,0002,2,244.77,1,A0,2025-09-15
451904,54,M173,US01,0002,13,710.62,1,V0,2025-10-24
451904,15,M954,US01,0001,2,415.35,1,V0,2025-09-30
451904,69,M649,US01,0001,4,193.68,1,A0,2025-09-23
451904,55,M816,US01,0001,15,645.08,1,V0,2025-08-18
451905,79,M266,US01,0001,17,896.91,1,A0,2025-08-17
451905,59,M281,US01,0001,19,827.88,1,A1,2025-09-03
451905,77,M281,US01,0002,12,588.24,1,A0,2025-09-14
451905,96,M954,US01,0002,8,283.77,1,A0,2025-08-31
451906,13,M617,US01,0001,13,503.49,1,V0,2025-09-07
451906,59,M831,US01,0002,14,966.41,1,A0,2025-09-29
451906,44,M266,US01,0001,4,252.57,1,V0,2025-09-15
451906,83,M617,US01,0001,20,393.93,1,V0,2025-09-19
451907,64,M841,US01,0001,8,732.76,1,A1,2025-10-12
451907,63,M231,US01,0001,15,164.47,1,A1,2025-09-22
451907,99,M474,US01,0001,5,727.3,1,A0,2025-11-07
451908,25,M361,US01,0001,10,248.24,1,A1,2025-10-01
451908,69,M815,US01,0001,14,441.1,1,A0,2025-08-18
451909,42,M843,US01,0002,17,228.95,1,A1,2025-10-18
451910,16,M547,US01,0002,3,265.23,1,A1,2025-08-22
451910,60,M901,US01,0002,11,202.98,1,V0,2025-11-08
451910,59,M850,US01,0001,2,50.83,1,V0,2025-11-07
451911,83,M685,US01,0001,12,487.39,1,A1,2025-10-07
451912,42,M721,US01,0001,7,637.71,1,A0,2025-09-14
451912,59,M969,US01,0002,9,574.56,1,A1,2025-10-08
451913,64,M547,US01,0001,15,141.04,1,V0,2025-09-16
451913,28,M555,US01,0002,2,190.23,1,A1,2025-08-22
451913,99,M376,US01,0001,17,839.51,1,A0,2025-09-21
451914,37,M686,US01,0002,13,260.18,1,A0,2025-10-11
451915,45,M173,US01,0001,4,860.04,1,A1,2025-09-23
451915,43,M283,US01,0002,16,485.31,1,A1,2025-09-26
451915,74,M886,US01,0001,8,63.62,1,A0,2025-09-10
451915,96,M341,US01,0001,8,643.8,1,A0,2025-09-16
451916,38,M681,US01,0001,12,531.76,1,V0,2025-10-20
451917,32,M676,US01,0002,5,511.12,1,A1,2025-11-12
451917,47,M908,US01,0002,17,527.75,1,V0,2025-10-04
451917,64,M289,US01,0002,15,908.53,1,A0,2025-11-11
451918,70,M622,US01,0001,1,74.81,1,A0,2025-10-01
451919,44,M665,US01,0002,14,625.84,1,V0,2025-11-11
451920,25,M459,US01,0001,13,217.55,1,A0,2025-10-03
451921,55,M816,US01,0001,20,551.51,1,A1,2025-08-31
451921,87,M172,US01,0002,14,775.62,1,V0,2025-10-15
451922,81,M304,US01,0002,12,355.46,1,V0,2025-10-16
451922,38,M221,US01,0001,15,260.13,1,A1,2025-11-06
451923,90,M799,US01,0002,16,575.41,1,V0,2025-08-20
451924,16,M275,US01,0001,20,202.89,1,A0,2025-08-25
451925,57,M799,US01,0001,17,853.7,1,A0,2025-09-21
451925,41,M249,US01,0002,20,381.89,1,A1,2025-10-22
451926,97,M718,US01,0001,8,605.03,1,A1,2025-10-19
451926,73,M390,US01,0002,18,599.04,1,A0,2025-10-22
451927,78,M390,US01,0002,14,567.86,1,A0,2025-10-11
451927,46,M676,US01,0002,16,91.78,1,A0,2025-10-15
451928,37,M899,US01,0002,16,390.32,1,A0,2025-10-08
451928,79,M748,US01,0002,10,915.51,1,V0,2025-08-18
451929,80,M181,US01,0002,13,912.5,1,V0,2025-10-22
451929,10,M835,US01,0002,8,856.83,1,A1,2025-11-08
451929,63,M547,US01,0002,3,102.84,1,A0,2025-08-20
451930,96,M938,US01,0001,8,635.25,1,V0,2025-10-27
451930,43,M306,US01,0001,7,341.25,1,V0,2025-11-13
451930,77,M569,US01,0001,18,858.83,1,A1,2025-11-12
451931,58,M913,US01,0001,17,950.17,1,A0,2025-09-20
451932,98,M968,US01,0002,12,588.83,1,A1,2025-09-19
451932,54,M319,US01,0001,7,145.2,1,A0,2025-10-16
451933,41,M609,US01,0002,5,343.89,1,V0,2025-11-12
451934,19,M380,US01,0001,11,123.5,1,A0,2025-08-27
451934,68,M839,US01,0002,18,261.55,1,A0,2025-10-13
451934,48,M172,US01,0002,3,485.16,1,A1,2025-09-04
451934,19,M757,US01,0002,4,820.46,1,A1,2025-08-27
451935,71,M816,US01,0002,16,601.79,1,V0,2025-09-13
451935,18,M262,US01,0002,19,684.1,1,A0,2025-10-13
451935,12,M107,US01,0001,16,922.69,1,A1,2025-11-11
451936,52,M275,US01,0002,16,134.13,1,A0,2025-11-11
451936,23,M487,US01,0001,11,976.62,1,A1,2025-09-13
451936,15,M138,US01,0002,12,376.06,1,V0,2025-10-24
451936,64,M160,US01,0002,11,277.9,1,A1,2025-09-20
451937,10,M710,US01,0001,13,382.63,1,V0,2025-10-21
451938,12,M361,US01,0002,3,500.12,1,A0,2025-09-28
451938,28,M932,US01,0002,11,985.82,1,V0,2025-10-25
451938,23,M816,US01,0002,11,302.54,1,A1,2025-09-12
451938,56,M748,US01,0002,2,494.31,1,V0,2025-09-05
451939,83,M805,US01,0002,11,976.77,1,V0,2025-09-10
451939,20,M805,US01,0001,7,264.04,1,V0,2025-09-11
451939,31,M700,US01,0002,4,300.05,1,A0,2025-09-08
451939,66,M721,US01,0002,9,467.17,1,A1,2025-10-01
451940,44,M454,US01,0001,4,649.73,1,A1,2025-10-03
451941,93,M148,US01,0002,3,258.79,1,A0,2025-09-19
451941,36,M654,US01,0001,6,411.87,1,A1,2025-09-03
451941,66,M262,US01,0002,6,171.1,1,A1,2025-10-23
451941,48,M894,US01,0001,16,959.55,1,A1,2025-10-01
451942,12,M212,US01,0001,20,677.04,1,A0,2025-09-02
451942,92,M746,US01,0002,17,725.39,1,V0,2025-11-01
451942,39,M487,US01,0001,2,511.91,1,A0,2025-08-20
451943,15,M270,US01,0001,8,956.39,1,A0,2025-08-31
451944,35,M380,US01,0001,16,996.21,1,A0,2025-10-06
451944,74,M817,US01,0002,15,296.87,1,A1,2025-09-23
451944,52,M289,US01,0001,11,55.28,1,A0,2025-10-17
451944,77,M148,US01,0002,8,818.56,1,A0,2025-09-21
451945,44,M786,US01,0002,16,119.6,1,A1,2025-09-19
451945,61,M886,US01,0002,3,771.36,1,A1,2025-09-07
451945,88,M487,US01,0001,13,974.88,1,V0,2025-08-26
451945,40,M695,US01,0002,19,165.44,1,V0,2025-10-09
451946,76,M283,US01,0001,3,752.48,1,A0,2025-09-12
451946,64,M266,US01,0001,18,698.99,1,A1,2025-10-24
451946,24,M289,US01,0001,9,237.04,1,A0,2025-11-10
451947,65,M390,US01,0001,13,341.5,1,V0,2025-11-02
451947,93,M957,US01,0002,16,878.15,1,A0,2025-10-09
451948,72,M646,US01,0001,20,223.75,1,A0,2025-10-07
451948,39,M699,US01,0002,13,517.5,1,V0,2025-10-19
451948,84,M232,US01,0001,17,326.29,1,V0,2025-08-27
451949,85,M817,US01,0001,5,560.32,1,V0,2025-10-17
451950,76,M487,US01,0002,3,234.15,1,A0,2025-09-11
451951,80,M228,US01,0001,12,886.96,1,V0,2025-10-09
451951,31,M517,US01,0001,13,154.18,1,A1,2025-09-18
451951,89,M203,US01,0001,9,368.34,1,A0,2025-10-25
451951,26,M799,US01,0002,16,188.13,1,V0,2025-11-05
451952,27,M536,US01,0001,3,828.39,1,A1,2025-09-13
451953,46,M487,US01,0002,15,817.61,1,V0,2025-10-03
451953,61,M968,US01,0002,14,560.85,1,A0,2025-09-15
451953,85,M872,US01,0001,1,930.63,1,A0,2025-08-21
451954,93,M718,US01,0002,19,754.44,1,A1,2025-10-05
451954,84,M816,US01,0002,9,275.21,1,A0,2025-08-21
451954,91,M899,US01,0001,7,305.91,1,A1,2025-09-04
451955,53,M604,US01,0002,2,896.31,1,A1,2025-09-02
451955,98,M913,US01,0002,17,169.47,1,A1,2025-11-07
451956,81,M416,US01,0001,20,284.22,1,A0,2025-11-08
451956,44,M970,US01,0001,17,94.57,1,V0,2025-09-03
451957,50,M538,US01,0002,16,976.0,1,A0,2025-10-03
451957,57,M877,US01,0001,17,134.14,1,A1,2025-09-20
451957,77,M699,US01,0001,3,435.97,1,A1,2025-10-02
451958,89,M412,US01,0002,10,476.71,1,A0,2025-08-18
451958,78,M760,US01,0001,6,619.65,1,V0,2025-09-19
451958,20,M981,US01,0001,1,949.11,1,A1,2025-10-31
451958,68,M815,US01,0002,11,994.18,1,A0,2025-11-04
451959,19,M270,US01,0002,1,80.48,1,V0,2025-09-07
451960,52,M757,US01,0002,20,507.8,1,V0,2025-08-31
451960,61,M412,US01,0002,15,946.84,1,A1,2025-10-24
451960,41,M683,US01,0001,7,799.08,1,A0,2025-10-19
451960,73,M454,US01,0002,18,795.69,1,V0,2025-09-13
451961,40,M208,US01,0001,13,230.27,1,V0,2025-09-25
451961,90,M258,US01,0002,2,505.86,1,A1,2025-09-08
451962,84,M208,US01,0001,7,800.17,1,V0,2025-10-15
451962,82,M902,US01,0001,8,886.58,1,V0,2025-10-15
451962,78,M829,US01,0001,2,877.63,1,V0,2025-10-09
451963,12,M991,US01,0002,16,304.48,1,V0,2025-09-27
451964,76,M339,US01,0002,15,88.62,1,A0,2025-10-19
451964,21,M695,US01,0002,11,517.29,1,A1,2025-08-20
451965,74,M617,US01,0002,6,840.85,1,A1,2025-11-06
451966,47,M913,US01,0002,13,857.73,1,A1,2025-10-24
451967,75,M894,US01,0002,19,401.73,1,V0,2025-10-23
451967,18,M901,US01,0001,5,880.53,1,V0,2025-10-26
451968,44,M262,US01,0001,17,290.12,1,A0,2025-10-11
451968,68,M281,US01,0001,6,339.94,1,A0,2025-08-25
451969,84,M138,US01,0002,7,981.66,1,A0,2025-08-31
451970,35,M920,US01,0002,15,469.45,1,A1,2025-11-07
451970,41,M859,US01,0001,18,618.03,1,V0,2025-11-01
451971,96,M211,US01,0001,2,64.97,1,A0,2025-09-01
451971,66,M987,US01,0002,5,654.71,1,A1,2025-09-19
451971,62,M474,US01,0001,8,420.93,1,A1,2025-11-13
451971,63,M228,US01,0002,20,788.79,1,A1,2025-09-24
451972,70,M256,US01,0001,11,932.13,1,A1,2025-10-13
451973,96,M203,US01,0001,13,733.56,1,A0,2025-11-09
451973,96,M887,US01,0002,20,459.73,1,A0,2025-10-09
451973,83,M646,US01,0001,6,396.13,1,A1,2025-10-10
451973,36,M669,US01,0001,4,519.53,1,V0,2025-11-10
451974,90,M287,US01,0002,4,800.86,1,A0,2025-09-10
451974,45,M841,US01,0001,10,307.33,1,V0,2025-10-16
451975,92,M853,US01,0001,8,975.43,1,A0,2025-10-03
451975,87,M817,US01,0002,12,532.66,1,V0,2025-10-17
451975,38,M275,US01,0001,4,496.4,1,A0,2025-08-21
451975,77,M412,US01,0001,19,817.83,1,V0,2025-09-14
451976,54,M686,US01,0002,1,299.64,1,A1,2025-10-26
451976,51,M981,US01,0001,3,245.97,1,A0,2025-09-19
451976,21,M373,US01,0002,15,490.32,1,A0,2025-10-20
451977,35,M289,US01,0001,3,391.08,1,A0,2025-09-23
451978,15,M751,US01,0002,8,345.14,1,V0,2025-10-18
451978,56,M107,US01,0002,14,755.39,1,V0,2025-09-22
451978,89,M166,US01,0002,17,783.81,1,V0,2025-10-24
451978,25,M256,US01,0002,9,123.64,1,V0,2025-11-02
451979,61,M610,US01,0001,14,859.99,1,A1,2025-11-02
451979,82,M987,US01,0002,1,943.09,1,A0,2025-10-17
451980,60,M538,US01,0002,5,619.03,1,A1,2025-10-17
451981,87,M699,US01,0002,11,991.41,1,A0,2025-08-21
451981,98,M257,US01,0002,14,54.2,1,A0,2025-09-04
451982,39,M877,US01,0001,3,650.88,1,A1,2025-11-08
451982,15,M646,US01,0002,17,715.27,1,V0,2025-08-21
451983,23,M887,US01,0001,5,500.13,1,V0,2025-09-06
451983,56,M254,US01,0002,10,138.49,1,A0,2025-10-11
451983,10,M899,US01,0002,2,218.71,1,V0,2025-09-27
451983,58,M792,US01,0002,6,540.96,1,A0,2025-10-09
451984,50,M228,US01,0001,20,812.23,1,A0,2025-08-30
451984,28,M969,US01,0002,1,274.27,1,A1,2025-10-10
451984,28,M853,US01,0001,13,384.52,1,A1,2025-10-03
451984,80,M431,US01,0001,18,896.19,1,A1,2025-10-03
451985,14,M816,US01,0001,12,551.51,1,A1,2025-09-11
451986,28,M751,US01,0002,16,458.46,1,A1,2025-10-23
451986,95,M676,US01,0001,15,508.79,1,A0,2025-09-03
451986,38,M699,US01,0002,12,456.14,1,A1,2025-08-27
451986,22,M751,US01,0001,6,796.84,1,A1,2025-09-29
451987,25,M685,US01,0002,14,838.45,1,A1,2025-10-19
451987,98,M681,US01,0002,14,469.0,1,A1,2025-10-22
451987,87,M718,US01,0001,12,602.47,1,A0,2025-11-06
451987,39,M853,US01,0001,12,672.45,1,A0,2025-09-20
451988,98,M920,US01,0002,11,479.26,1,V0,2025-10-01
451988,82,M319,US01,0001,11,678.7,1,A0,2025-08-16
451988,74,M829,US01,0002,3,414.12,1,A1,2025-10-14
451988,69,M404,US01,0001,3,189.1,1,A1,2025-11-03
451989,84,M899,US01,0002,4,191.67,1,V0,2025-09-21
451989,11,M172,US01,0002,5,928.31,1,A0,2025-10-11
451989,54,M494,US01,0002,19,455.42,1,A0,2025-09-05
451990,31,M886,US01,0002,19,772.44,1,V0,2025-09-01
451990,66,M987,US01,0002,11,978.88,1,A1,2025-10-08
451990,84,M502,US01,0001,15,331.23,1,A0,2025-08-17
451991,78,M547,US01,0001,17,365.66,1,A1,2025-11-07
451991,49,M839,US01,0002,17,659.2,1,A1,2025-08-28
451991,94,M707,US01,0001,9,950.2,1,A0,2025-09-12
451992,26,M685,US01,0001,6,856.36,1,A1,2025-11-06
451993,57,M794,US01,0002,16,705.32,1,V0,2025-09-22
451993,29,M850,US01,0002,13,668.45,1,A0,2025-11-08
451994,66,M618,US01,0002,7,328.93,1,A0,2025-10-25
451994,87,M816,US01,0002,16,547.98,1,V0,2025-11-06
451994,64,M833,US01,0001,10,562.69,1,A1,2025-09-07
451994,96,M179,US01,0002,13,330.22,1,A1,2025-11-01
451995,23,M792,US01,0002,10,890.57,1,A0,2025-11-01
451995,63,M455,US01,0002,16,860.5,1,V0,2025-09-30
451995,31,M258,US01,0001,13,117.93,1,A1,2025-10-23
451995,76,M748,US01,0002,8,775.86,1,V0,2025-09-26
451996,77,M281,US01,0001,15,762.34,1,V0,2025-08-27
451996,95,M665,US01,0002,12,321.07,1,A0,2025-09-27
451996,58,M682,US01,0001,2,832.6,1,A0,2025-09-03
451996,86,M129,US01,0002,6,291.18,1,A1,2025-09-10
451997,87,M970,US01,0002,1,824.56,1,V0,2025-08-31
451998,12,M129,US01,0001,8,700.74,1,A1,2025-10-19
451998,53,M853,US01,0001,17,643.3,1,A1,2025-10-25
451998,34,M341,US01,0001,7,81.64,1,A1,2025-08-30
451998,66,M933,US01,0002,2,546.09,1,V0,2025-11-09
451999,71,M757,US01,0002,14,141.38,1,A1,2025-10-04
